Gene	ORF_length	inframe_cov	inframe_count	shift_plus_cov	shift_plus_count	shift_minus_cov	shift_minus_count	RNA_seq_cov	RNA_seq_count
HTT_NM_002111	9629	0.01	1	0	0	0	0	NA	NA
HUWE1_NM_031407	13325	0.02	3	0	0	0	0	NA	NA
HYAL1_NM_153281	1508	0.38	5	0	0	0.31	4	NA	NA
HYAL3_NM_003549	1454	0.08	1	0	0	0	0	NA	NA
HYOU1_NM_006389	3200	0.17	5	0.1	3	0.07	2	NA	NA
HYPK_NM_016400	590	0.26	1	0	0	0	0	NA	NA
IAH1_NM_001039613	947	0.13	1	0	0	0	0	NA	NA
IARS2_NM_018060	3239	0.1	3	0	0	0	0	NA	NA
IARS_NM_013417	3989	0.03	1	0	0	0	0	NA	NA
ICAM1_NM_000201	1799	0.13	2	0	0	0	0	NA	NA
ICAM2_NM_001099786	1028	0.12	1	0	0	0	0	NA	NA
ICE1_NM_015325	7001	0.03	2	0	0	0	0	NA	NA
ICMT_NM_012405	1055	0.23	2	0	0	0	0	NA	NA
ICT1_NM_001303265	890	0.14	1	0	0	0	0	NA	NA
ID1_NM_002165	668	0.21	1	0	0	0	0	NA	NA
ID2_NM_002166	605	0.49	2	0	0	0.25	1	NA	NA
IDE_NM_004969	3260	0.03	1	0	0	0	0	NA	NA
IDH1_NM_001282387	1445	0.88	11	0.16	2	0	0	NA	NA
IDH2_NM_002168	1559	0.15	3	0.07	1	0.15	2	NA	NA
IDH3B_NM_006899	1358	0.17	2	0	0	0	0	NA	NA
IDH3G_NM_004135	1382	0.08	1	0	0	0	0	NA	NA
IDI1_NM_004508	1055	0.35	3	0	0	0	0	NA	NA
IER3IP1_NM_016097	449	0.8	2	0	0	0	0	NA	NA
IER5_NM_016545	1184	0.1	1	0	0	0	0	NA	NA
IFI27_NM_001288952	569	0.27	1	0	0	0	0	NA	NA
IFI30_NM_006332	953	0.4	3	0	0	0	0	NA	NA
IFI6_NM_022873	617	0.72	3	0	0	0	0	NA	NA
IFIT1_NM_001270927	1637	0.07	1	0	0	0	0	NA	NA
IFIT2_NM_001547	1619	0.14	2	0	0	0	0	NA	NA
IFITM1_NM_003641	578	1.85	8	0.26	1	0.26	1	NA	NA
IFITM2_NM_006435	599	1.25	5	0	0	0	0	NA	NA
IFITM3_NM_021034	602	1.74	12	0	0	0.75	6	NA	NA
IFNAR1_NM_000629	1874	0.18	3	0.06	1	0	0	NA	NA
IFNAR2_NM_001289125	1748	0.13	2	0	0	0	0	NA	NA
IFNGR1_NM_000416	1670	0.07	1	0.07	1	0	0	NA	NA
IFT140_NM_014714	4589	0.02	1	0	0	0	0	NA	NA
IFT43_NM_052873	842	0.16	1	0	0	0	0	NA	NA
IGF1_NM_001111285	788	0.68	4	0	0	0	0	NA	NA
IGF2R_NM_000876	7676	0.11	8	0.03	2	0.03	2	NA	NA
IGF2_NM_001127598	911	0.56	4	0	0	0.56	4	NA	NA
IGFALS_NM_001146006	2132	0.05	1	0	0	0	0	NA	NA
IGFBP1_NM_000596	980	0.13	1	0	0	0	0	NA	NA
IGFBP2_NM_000597	1178	1.43	19	0.1	1	0.1	1	NA	NA
IGFBP3_NM_001013398	1094	0.45	4	0.11	1	0.56	6	NA	NA
IGFBP4_NM_001552	977	0.77	6	0	0	0.13	1	NA	NA
IGFBP5_NM_000599	1019	0.12	1	0	0	0	0	NA	NA
IGFBP7_NM_001553	1049	0.71	9	0	0	0.24	2	NA	NA
IGLL5_NM_001178126	845	0.47	3	0.16	1	0	0	NA	NA
IGSF6_NM_005849	926	0.28	2	0	0	0	0	NA	NA
IGSF8_NM_052868	2042	0.05	1	0	0	0	0	NA	NA
IGSF9_NM_001135050	3740	0.03	1	0	0	0	0	NA	NA
IKBIP_NM_153687	1334	0.09	1	0	0	0	0	NA	NA
IKBKG_NM_001099856	1664	0.07	1	0	0	0.07	1	NA	NA
IK_NM_006083	1874	0.12	2	0	0	0	0	NA	NA
IL10RB_NM_000628	1178	0.1	1	0	0	0	0	NA	NA
IL13RA1_NM_001560	1484	0.39	5	0.08	1	0	0	NA	NA
IL16_NM_172217	4199	0.03	1	0	0	0.05	2	NA	NA
IL17RB_NM_018725	1709	0.13	2	0	0	0	0	NA	NA
IL18R1_NM_003855	1826	0.06	1	0	0	0	0	NA	NA
IL1RAP_NM_001167931	2264	0.15	3	0	0	0.05	1	NA	NA
IL32_NM_001308078	905	1.13	8	0.28	2	0.28	2	NA	NA
IL33_NM_033439	1013	0.12	1	0.25	2	0	0	NA	NA
IL4R_NM_000418	2678	0.08	2	0	0	0	0	NA	NA
IL6ST_NM_002184	2957	0.29	8	0.04	1	0.04	1	NA	NA
ILF2_NM_004515	1373	0.09	1	0	0	0	0	NA	NA
ILF3_NM_017620	2897	0.07	2	0	0	0	0	NA	NA
ILVBL_NM_006844	2099	0.05	1	0.05	1	0	0	NA	NA
IMMT_NM_006839	2477	0.13	3	0	0	0	0	NA	NA
IMPAD1_NM_017813	1280	0.09	1	0.09	1	0.09	1	NA	NA
INHBC_NM_005538	1259	0.28	3	0.19	2	0.09	1	NA	NA
INHBE_NM_031479	1253	0.28	3	0.09	1	0	0	NA	NA
INMT_NM_006774	992	0.38	3	0	0	0	0	NA	NA
INPP4A_NM_001134224	3134	0.03	1	0	0	0	0	NA	NA
INPP5K_NM_016532	1547	0.07	1	0	0	0	0	NA	NA
INS-IGF2_NM_001042376	803	0.17	1	0	0	0	0	NA	NA
INSIG1_NM_005542	1034	0.24	2	0	0	0	0	NA	NA
INSIG2_NM_016133	878	0.15	1	0	0	0	0	NA	NA
INSR_NM_000208	4349	0.12	5	0.05	2	0.05	2	NA	NA
INTS5_NM_030628	3260	0.03	1	0	0	0.03	1	NA	NA
INTS7_NM_015434	3089	0.03	1	0	0	0	0	NA	NA
IP6K2_NM_016291	1481	0.08	1	0	0	0	0	NA	NA
IPO5_NM_002271	3548	0.06	2	0	0	0	0	NA	NA
IPO7_NM_006391	3317	0.06	2	0	0	0	0	NA	NA
IPO9_NM_018085	3326	0.03	1	0	0	0	0	NA	NA
IPPK_NM_022755	1676	0.07	1	0	0	0	0	NA	NA
IQGAP1_NM_003870	5174	0.08	4	0	0	0.02	1	NA	NA
IQGAP2_NM_006633	4928	0.06	3	0.02	1	0	0	NA	NA
IRAK1_NM_001569	2339	0.05	1	0	0	0	0	NA	NA
IRAK4_NM_001114182	1583	0.14	2	0	0	0	0	NA	NA
IRF1_NM_002198	1178	0.1	1	0	0	0	0	NA	NA
IRF2BP1_NM_015649	1955	0.06	1	0	0	0	0	NA	NA
IRF9_NM_006084	1382	0.08	1	0	0	0	0	NA	NA
IRGQ_NM_001007561	2072	0.05	1	0	0	0	0	NA	NA
ISCU_NM_213595	704	0.2	2	0	0	0	0	NA	NA
ISG15_NM_005101	698	0.2	1	0	0	0.2	1	NA	NA
ISY1-RAB43_NM_001204890	1196	0.1	1	0	0	0	0	NA	NA
ITCH_NM_001257137	2912	0.07	2	0	0	0	0	NA	NA
ITFG1_NM_030790	2039	0.05	1	0	0	0	0	NA	NA
ITGA1_NM_181501	3740	0.28	10	0.03	1	0.03	1	NA	NA
ITGA9_NM_002207	3308	0.06	2	0.03	1	0	0	NA	NA
ITGAL_NM_002209	3713	0.03	1	0	0	0	0	NA	NA
ITGAV_NM_002210	3347	0.06	2	0	0	0	0	NA	NA
ITGB1_NM_033668	2606	0.58	14	0.04	1	0.08	2	NA	NA
ITGB2_NM_000211	2510	0.13	3	0	0	0.04	1	NA	NA
ITGB5_NM_002213	2600	0.08	2	0	0	0	0	NA	NA
ITIH1_NM_002215	2936	2.3	84	0.22	6	0.44	12	NA	NA
ITIH2_NM_002216	3041	2.99	108	0.35	11	0.35	11	NA	NA
ITIH3_NM_002217	2873	3.11	114	0.34	9	0.19	6	NA	NA
ITIH4_NM_002218	2993	6.3	326	0.82	23	0.97	28	NA	NA
ITM2B_NM_021999	1001	2.62	27	0.5	4	0.25	2	NA	NA
ITPR1_NM_001168272	8432	0.02	2	0	0	0	0	NA	NA
ITPR2_NM_002223	8306	0.01	1	0	0	0	0	NA	NA
ITSN1_NM_003024	5366	0.02	1	0	0	0	0	NA	NA
IVD_NM_002225	1481	0.39	6	0	0	0	0	NA	NA
JAG1_NM_000214	3857	0.03	1	0	0	0	0	NA	NA
JAGN1_NM_032492	752	0.36	2	0	0	0.18	1	NA	NA
JAK1_NM_002227	3665	0.06	2	0	0	0	0	NA	NA
JCHAIN_NM_144646	680	0.42	2	0	0	0	0	NA	NA
JMJD1C_NM_032776	7823	0.01	1	0	0	0	0	NA	NA
JOSD2_NM_001270639	767	0.18	1	0	0	0	0	NA	NA
JTB_NM_006694	641	0.45	2	0	0	0	0	NA	NA
JUNB_NM_002229	1244	0.1	1	0	0	0	0	NA	NA
JUND_NM_005354	1244	0.1	1	0	0	0	0	NA	NA
JUN_NM_002228	1196	0.1	1	0	0	0	0	NA	NA
JUP_NM_002230	2438	0.09	2	0	0	0	0	NA	NA
KANK2_NM_015493	2780	0.04	1	0	0	0	0	NA	NA
KARS_NM_001130089	2078	0.16	3	0	0	0	0	NA	NA
KAT7_NM_007067	2036	0.05	1	0	0	0	0	NA	NA
KCMF1_NM_020122	1346	0.09	1	0	0	0	0	NA	NA
KCNAB2_NM_001199862	1448	0.08	1	0	0	0	0	NA	NA
KCNJ12_NM_021012	1502	0.08	1	0	0	0	0	NA	NA
KCNJ15_NM_170736	1328	0.09	1	0	0	0	0	NA	NA
KCNJ8_NM_004982	1475	0.08	1	0.08	1	0.08	1	NA	NA
KCNK1_NM_002245	1211	0.1	1	0	0	0	0	NA	NA
KCNK6_NM_004823	1142	0.11	1	0	0	0	0	NA	NA
KCNMA1_NM_001161352	3911	0.03	1	0	0	0	0	NA	NA
KDELC1_NM_024089	1709	0.07	1	0	0	0	0	NA	NA
KDELR1_NM_006801	839	0.31	2	0	0	0	0	NA	NA
KDELR2_NM_006854	839	0.78	5	0.16	1	0.16	1	NA	NA
KDELR3_NM_016657	863	0.15	1	0	0	0	0	NA	NA
KDM1A_NM_001009999	2831	0.04	1	0	0	0	0	NA	NA
KDM5B_NM_006618	4835	0.02	1	0.02	1	0	0	NA	NA
KDR_NM_002253	4271	0.15	6	0.02	1	0.05	2	NA	NA
KDSR_NM_002035	1199	0.1	1	0	0	0	0	NA	NA
KEAP1_NM_203500	2075	0.05	1	0	0	0	0	NA	NA
KHDRBS1_NM_006559	1532	0.08	2	0	0	0	0	NA	NA
KHK_NM_006488	1097	0.78	7	0	0	0.33	3	NA	NA
KIAA0196_NM_014846	3680	0.03	1	0	0	0	0	NA	NA
KIAA0319L_NM_024874	3350	0.06	2	0	0	0	0	NA	NA
KIAA0368_NM_001080398	6254	0.02	1	0	0	0	0	NA	NA
KIAA0922_NM_001131007	5033	0.04	2	0	0	0	0	NA	NA
KIAA1919_NM_153369	1757	0.06	1	0	0	0	0	NA	NA
KIAA2013_NM_138346	2105	0.1	2	0	0	0.05	1	NA	NA
KIDINS220_NM_020738	5516	0.02	1	0.02	1	0	0	NA	NA
KIF1C_NM_006612	3512	0.03	1	0	0	0	0	NA	NA
KIF2A_NM_001098511	2435	0.04	1	0	0	0	0	NA	NA
KIF5B_NM_004521	3092	0.07	2	0.03	1	0	0	NA	NA
KIFC3_NM_005550	2702	0.04	1	0	0	0	0	NA	NA
KLB_NM_175737	3335	0.06	2	0	0	0.03	1	NA	NA
KLC1_NM_001130107	2057	0.05	1	0	0	0	0	NA	NA
KLC4_NM_201523	2114	0.05	1	0	0	0	0	NA	NA
KLF10_NM_005655	1643	0.07	1	0	0	0	0	NA	NA
KLF11_NM_003597	1739	0.06	1	0	0	0	0	NA	NA
KLF15_NM_014079	1451	0.08	1	0	0	0	0	NA	NA
KLF4_NM_004235	1640	0.07	1	0	0	0	0	NA	NA
KLHDC2_NM_014315	1421	0.08	1	0	0	0.08	1	NA	NA
KLHL11_NM_018143	2327	0.05	1	0	0	0	0	NA	NA
KLHL23_NM_144711	1877	0.06	1	0	0	0	0	NA	NA
KLHL5_NM_015990	2468	0.04	1	0	0	0	0	NA	NA
KLHL8_NM_001292003	2063	0.05	1	0	0	0	0	NA	NA
KLKB1_NM_000892	2117	0.26	6	0	0	0.05	1	NA	NA
KMO_NM_003679	1661	0.07	1	0	0	0	0	NA	NA
KMT2C_NM_170606	14936	0.01	1	0	0	0	0	NA	NA
KNG1_NM_001102416	2135	4.08	136	0.67	13	1.03	27	NA	NA
KPNA1_NM_002264	1817	0.06	1	0	0	0.06	1	NA	NA
KPNA3_NM_002267	1766	0.06	1	0	0	0	0	NA	NA
KPNA4_NM_002268	1766	0.13	2	0.06	1	0.06	1	NA	NA
KPNA6_NM_012316	1811	0.06	1	0	0	0	0	NA	NA
KRAS_NM_033360	770	0.18	1	0	0	0	0	NA	NA
KRI1_NM_023008	2330	0.05	1	0	0	0	0	NA	NA
KRR1_NM_007043	1346	0.09	1	0	0	0	0	NA	NA
KRT18_NM_000224	1493	0.77	11	0	0	0.08	1	NA	NA
KRT7_NM_005556	1610	0.07	1	0	0	0	0	NA	NA
KRT80_NM_182507	1559	0.07	1	0	0	0	0	NA	NA
KRT8_NM_001256282	1736	0.85	14	0.13	2	0.13	2	NA	NA
KRTCAP2_NM_173852	689	0.41	2	0	0	0.2	1	NA	NA
KTN1_NM_001079521	4274	0.1	4	0.07	3	0	0	NA	NA
KYNU_NM_001199241	1598	0.07	1	0	0	0.07	1	NA	NA
L2HGDH_NM_024884	1592	0.07	1	0	0	0	0	NA	NA
L3MBTL2_NM_031488	2318	0.05	1	0	0	0	0	NA	NA
LACC1_NM_001128303	1493	0.08	1	0	0	0	0	NA	NA
LACE1_NM_145315	1646	0.07	1	0	0	0	0	NA	NA
LACTB_NM_032857	1844	0.06	1	0	0	0	0	NA	NA
LAMA4_NM_001105206	5672	0.02	1	0	0	0	0	NA	NA
LAMB1_NM_002291	5561	0.13	7	0.02	1	0	0	NA	NA
LAMB2_NM_002292	5597	0.17	9	0	0	0.02	1	NA	NA
LAMC1_NM_002293	5030	0.1	5	0	0	0.02	1	NA	NA
LAMC3_NM_006059	4928	0.02	1	0	0	0	0	NA	NA
LAMP1_NM_005561	1454	1.67	28	0.08	1	0.16	2	NA	NA
LAMP2_NM_001122606	1436	1.13	20	0.16	2	0.08	1	NA	NA
LAMTOR1_NM_017907	686	0.21	1	0	0	0	0	NA	NA
LAMTOR4_NM_001008395	500	0.33	1	0	0	0	0	NA	NA
LAMTOR5_NM_006402	722	0.38	2	0	0	0	0	NA	NA
LAP3_NM_015907	1760	0.51	8	0	0	0.13	2	NA	NA
LAPTM4A_NM_014713	902	1	7	0.14	1	0	0	NA	NA
LAPTM4B_NM_018407	1154	0.21	2	0	0	0	0	NA	NA
LAPTM5_NM_006762	989	0.25	2	0	0	0	0	NA	NA
LARP1_NM_015315	3260	0.03	1	0	0	0	0	NA	NA
LARP4_NM_052879	2375	0.05	1	0	0	0	0	NA	NA
LARS2_NM_015340	2912	0.04	1	0	0	0	0	NA	NA
LASP1_NM_006148	986	0.13	1	0	0	0	0	NA	NA
LBH_NM_030915	518	0.31	1	0	0	0	0	NA	NA
LBP_NM_004139	1646	4.29	88	0.48	7	0.76	13	NA	NA
LBR_NM_002296	2048	0.16	3	0.05	1	0	0	NA	NA
LCAT_NM_000229	1523	0.3	4	0	0	0	0	NA	NA
LCN2_NM_005564	797	0.34	2	0	0	0	0	NA	NA
LCP1_NM_002298	2084	0.32	6	0	0	0	0	NA	NA
LDAH_NM_021925	1178	0.1	1	0	0	0	0	NA	NA
LDHA_NM_001165414	1286	1.2	17	0.18	2	0.18	2	NA	NA
LDHD_NM_153486	1724	0.26	4	0	0	0	0	NA	NA
LDLRAP1_NM_015627	1127	0.11	1	0	0	0	0	NA	NA
LDLR_NM_000527	2783	0.15	4	0	0	0	0	NA	NA
LEAP2_NM_052971	434	2.99	9	0	0	0	0	NA	NA
LECT2_NM_002302	656	1.54	7	0.22	1	0	0	NA	NA
LEMD3_NM_014319	2936	0.04	1	0	0	0	0	NA	NA
LENG1_NM_024316	995	0.13	1	0	0	0	0	NA	NA
LEO1_NM_138792	2201	0.05	1	0	0	0	0	NA	NA
LEPR_NM_002303	3698	0.26	9	0.03	1	0.03	1	NA	NA
LGALS1_NM_002305	608	0.25	1	0	0	0	0	NA	NA
LGALS3BP_NM_005567	1958	0.34	6	0.06	1	0	0	NA	NA
LGALS4_NM_006149	1172	0.1	1	0	0	0	0	NA	NA
LGALS8_NM_006499	1280	0.09	1	0	0	0	0	NA	NA
LGMN_NM_001008530	1502	0.46	6	0	0	0.08	1	NA	NA
LGR5_NM_003667	2924	0.04	1	0	0	0	0	NA	NA
LHFPL2_NM_005779	887	0.15	1	0	0	0	0	NA	NA
LHPP_NM_022126	1013	0.12	1	0.12	1	0	0	NA	NA
LIFR_NM_001127671	3494	0.09	3	0	0	0	0	NA	NA
LILRB5_NM_001304457	2186	0.05	1	0	0	0.05	1	NA	NA
LIMA1_NM_001113546	2483	0.09	2	0	0	0	0	NA	NA
LIME1_NM_017806	1088	0.11	1	0	0	0	0	NA	NA
LIMK2_NM_001031801	2261	0.05	1	0	0	0	0	NA	NA
LIN7A_NM_004664	902	0.43	3	0	0	0	0	NA	NA
LIN7C_NM_018362	794	0.17	1	0.17	1	0	0	NA	NA
LIPA_NM_000235	1400	0.58	7	0	0	0.08	1	NA	NA
LIPC_NM_000236	1700	0.4	6	0	0	0	0	NA	NA
LIPG_NM_006033	1703	0.53	8	0	0	0.07	1	NA	NA
LLGL2_NM_001031803	3263	0.03	1	0	0	0	0	NA	NA
LMAN1_NM_005570	1733	0.39	6	0.13	2	0.13	2	NA	NA
LMAN2_NM_006816	1271	0.56	7	0	0	0	0	NA	NA
LMBRD1_NM_018368	1823	0.31	6	0	0	0.18	3	NA	NA
LMF2_NM_033200	2324	0.05	1	0.05	1	0	0	NA	NA
LMNA_NM_170707	2195	0.1	2	0	0	0	0	NA	NA
LMO4_NM_006769	698	0.2	1	0	0	0	0	NA	NA
LMO7_NM_001306080	5096	0.04	2	0	0	0	0	NA	NA
LMOD1_NM_012134	2003	0.06	1	0	0	0	0	NA	NA
LNPEP_NM_005575	3278	0.03	1	0	0	0	0	NA	NA
LONP2_NM_031490	2759	0.12	3	0.04	1	0.04	1	NA	NA
LPA_NM_005577	6323	0.44	28	0.05	3	0.05	3	NA	NA
LPCAT3_NM_005768	1664	0.55	11	0.07	1	0	0	NA	NA
LPGAT1_NM_014873	1313	0.09	1	0	0	0.09	1	NA	NA
LPIN2_NM_014646	2891	0.07	2	0	0	0.04	1	NA	NA
LRG1_NM_052972	1244	3.26	43	0.48	5	1.05	11	NA	NA
LRIF1_NM_018372	2510	0.04	1	0	0	0	0	NA	NA
LRIG2_NM_014813	3398	0.03	1	0	0	0	0	NA	NA
LRP1_NM_002332	13835	0.37	55	0.03	5	0.04	6	NA	NA
LRP5_NM_002335	5048	0.04	2	0	0	0	0	NA	NA
LRPAP1_NM_002337	1274	0.28	3	0	0	0	0	NA	NA
LRPPRC_NM_133259	4385	0.1	4	0.02	1	0	0	NA	NA
LRRC1_NM_018214	1775	0.06	1	0	0	0	0	NA	NA
LRRC59_NM_018509	1124	0.22	2	0	0	0.11	1	NA	NA
LRRFIP1_NM_001137552	2627	0.04	1	0.04	1	0	0	NA	NA
LRRFIP2_NM_006309	2366	0.05	1	0	0	0	0	NA	NA
LSM3_NM_014463	509	0.32	1	0	0	0	0	NA	NA
LSM7_NM_016199	512	0.32	1	0	0	0	0	NA	NA
LSR_NM_205834	2150	0.21	4	0	0	0.05	1	NA	NA
LSS_NM_002340	2399	0.14	3	0	0	0	0	NA	NA
LTA4H_NM_000895	2036	0.05	1	0	0	0	0	NA	NA
LTBP3_NM_001130144	4112	0.03	1	0.03	1	0	0	NA	NA
LTBP4_NM_001042544	5075	0.04	2	0	0	0	0	NA	NA
LTBR_NM_002342	1508	0.08	1	0	0	0	0	NA	NA
LTN1_NM_015565	5639	0.02	1	0	0	0	0	NA	NA
LUM_NM_002345	1217	0.29	3	0	0	0	0	NA	NA
LY6E_NM_002346	596	2.78	11	0	0	0.25	1	NA	NA
LY75-CD302_NM_001198759	5822	0.11	6	0.04	2	0.02	1	NA	NA
LYL1_NM_005583	1043	0.12	1	0	0	0	0	NA	NA
LYN_NM_002350	1739	0.06	1	0	0	0	0	NA	NA
LYPLA2_NM_007260	896	0.43	3	0	0	0	0	NA	NA
LYPLAL1_NM_138794	914	0.14	1	0	0	0	0	NA	NA
LYRM1_NM_001302836	569	0.81	3	0	0	0	0	NA	NA
LYRM5_NM_001001660	473	0.37	1	0	0	0	0	NA	NA
LYST_NM_001301365	11606	0.01	1	0	0	0	0	NA	NA
LYVE1_NM_006691	1169	0.72	7	0	0	0.21	2	NA	NA
MACF1_NM_012090	16493	0.01	2	0	0	0	0	NA	NA
MAGED1_NM_001005333	2705	0.08	2	0.04	1	0	0	NA	NA
MAGOH_NM_002370	641	0.23	1	0	0	0	0	NA	NA
MAGT1_NM_032121	1304	0.36	5	0	0	0	0	NA	NA
MALSU1_NM_138446	905	0.14	1	0	0	0	0	NA	NA
MAN1A1_NM_005907	2162	0.97	20	0.05	1	0.05	1	NA	NA
MAN1B1_NM_016219	2300	0.05	1	0	0	0	0	NA	NA
MAN1C1_NM_020379	2093	0.05	1	0	0	0	0	NA	NA
MAN2A1_NM_002372	3635	0.2	7	0.03	1	0	0	NA	NA
MAN2B1_NM_000528	3236	0.03	1	0	0	0	0	NA	NA
MAN2C1_NM_001256494	3374	0.03	1	0	0	0	0	NA	NA
MANBA_NM_005908	2840	0.04	1	0.04	1	0.04	1	NA	NA
MANEA_NM_024641	1589	0.07	1	0	0	0	0	NA	NA
MAOA_NM_000240	1784	0.19	3	0.06	1	0	0	NA	NA
MAOB_NM_000898	1763	0.38	6	0.13	2	0.19	3	NA	NA
MAP1LC3A_NM_181509	578	0.26	1	0	0	0	0	NA	NA
MAP1LC3B2_NM_001085481	578	0.26	1	0	0	0	0	NA	NA
MAP1S_NM_018174	3380	0.03	1	0	0	0	0	NA	NA
MAP2K2_NM_030662	1403	0.17	2	0	0	0	0	NA	NA
MAP3K14_NM_003954	3044	0.04	1	0	0	0	0	NA	NA
MAP4K2_NM_004579	2663	0.04	1	0	0	0	0	NA	NA
MAP4K4_NM_145686	4022	0.03	1	0	0	0	0	NA	NA
MAP4_NM_002375	3659	0.09	3	0.03	1	0.06	2	NA	NA
MAPK1IP1L_NM_144578	938	0.41	3	0	0	0	0	NA	NA
MAPK1_NM_002745	1283	0.18	2	0	0	0	0	NA	NA
MAPK3_NM_002746	1340	0.09	1	0	0	0	0	NA	NA
MAPKAPK2_NM_032960	1403	0.08	1	0	0	0	0	NA	NA
MAPRE2_NM_014268	1184	0.1	1	0	0	0	0	NA	NA
MARC2_NM_017898	1208	0.5	5	0.1	1	0.2	2	NA	NA
MARCH6_NM_005885	2933	0.07	2	0	0	0	0	NA	NA
MARCH7_NM_001282805	2315	0.05	1	0	0	0	0	NA	NA
MARCKS_NM_002356	1199	0.2	2	0	0	0.1	1	NA	NA
MARCO_NM_006770	1763	0.32	5	0	0	0	0	NA	NA
MARK3_NM_001128918	2462	0.04	1	0	0	0	0	NA	NA
MARS2_NM_138395	1982	0.06	1	0	0	0	0	NA	NA
MARVELD2_NM_001038603	1877	0.12	2	0	0	0	0	NA	NA
MASP1_NM_139125	2387	0.05	1	0.05	1	0	0	NA	NA
MASP2_NM_006610	2261	0.49	10	0.05	1	0.1	2	NA	NA
MAT1A_NM_000429	1388	1.18	14	0.08	1	0.42	5	NA	NA
MAT2A_NM_005911	1388	0.17	2	0	0	0	0	NA	NA
MATR3_NM_199189	2744	0.08	2	0	0	0	0	NA	NA
MAVS_NM_020746	1823	0.06	1	0	0	0	0	NA	NA
MAX_NM_002382	683	0.21	1	0	0	0	0	NA	NA
MBL2_NM_000242	947	1.34	10	0.27	2	0.13	1	NA	NA
MBNL2_NM_001306070	1322	0.09	1	0	0	0	0	NA	NA
MBP_NM_001025101	1115	0.11	1	0	0	0	0	NA	NA
MCAM_NM_006500	2141	0.05	1	0	0	0	0	NA	NA
MCAT_NM_173467	1373	0.09	1	0	0	0	0	NA	NA
MCCC1_NM_020166	2378	0.14	3	0.05	1	0.05	1	NA	NA
MCCC2_NM_022132	1892	0.12	2	0.06	1	0	0	NA	NA
MCC_NM_001085377	3260	0.03	1	0	0	0.03	1	NA	NA
MCEE_NM_032601	731	0.19	1	0	0	0	0	NA	NA
MCFD2_NM_001171508	641	0.23	1	0.23	1	0	0	NA	NA
MCL1_NM_021960	1253	0.28	3	0.09	1	0.09	1	NA	NA
MCM3_NM_002388	2762	0.04	1	0	0	0	0	NA	NA
MCMBP_NM_024834	2129	0.05	1	0	0	0	0	NA	NA
MDH1_NM_001199111	1259	0.28	3	0	0	0	0	NA	NA
MDH2_NM_005918	1217	0.59	6	0	0	0.1	1	NA	NA
MECR_NM_016011	1322	0.27	3	0	0	0	0	NA	NA
MED13_NM_005121	6725	0.02	1	0	0	0	0	NA	NA
MED14_NM_004229	4565	0.02	1	0	0	0	0	NA	NA
MED24_NM_014815	3170	0.03	1	0	0	0	0	NA	NA
MED26_NM_004831	2003	0.06	1	0	0	0	0	NA	NA
MEF2A_NM_005587	1700	0.07	1	0	0	0	0	NA	NA
MEFV_NM_000243	2546	0.04	1	0	0	0	0	NA	NA
MEGF6_NM_001409	4826	0.02	1	0	0	0	0	NA	NA
MEMO1_NM_015955	1094	0.11	1	0	0	0	0	NA	NA
MESDC2_NM_015154	905	0.14	1	0	0	0	0	NA	NA
METAP1_NM_015143	1361	0.09	1	0	0	0	0	NA	NA
METAP2_NM_006838	1637	0.07	1	0	0	0.07	1	NA	NA
METTL10_NM_212554	1076	0.23	2	0	0	0	0	NA	NA
METTL13_NM_015935	2300	0.05	1	0	0	0	0	NA	NA
METTL17_NM_001029991	1637	0.07	1	0	0	0	0	NA	NA
METTL24_NM_001123364	1301	0.09	1	0	0	0	0	NA	NA
METTL7A_NM_014033	935	1.63	15	0.14	1	0.54	4	NA	NA
METTL7B_NM_152637	935	0.68	5	0	0	0.14	1	NA	NA
MET_NM_001127500	4427	0.05	2	0	0	0	0	NA	NA
MFAP1_NM_005926	1520	0.08	1	0	0	0	0	NA	NA
MFAP3L_NM_021647	1430	0.16	2	0	0	0	0	NA	NA
MFGE8_NM_005928	1364	0.17	2	0	0	0	0	NA	NA
MFSD1_NM_022736	1745	0.32	5	0	0	0	0	NA	NA
MFSD2A_NM_001136493	1832	0.18	3	0	0	0.06	1	NA	NA
MFSD5_NM_001170790	1874	0.06	1	0	0	0	0	NA	NA
MFSD7_NM_001294341	1883	0.06	1	0	0	0	0	NA	NA
MFSD8_NM_152778	1757	0.06	1	0	0	0	0	NA	NA
MGAT1_NM_001114618	1538	0.22	3	0	0	0	0	NA	NA
MGAT4B_NM_054013	1892	0.06	1	0	0	0	0	NA	NA
MGST1_NM_145791	668	4.7	28	0.64	5	1.28	6	NA	NA
MGST2_NM_001204366	644	0.9	4	0	0	0.68	3	NA	NA
MGST3_NM_004528	659	0.22	1	0	0	0	0	NA	NA
MIA2_NM_054024	2165	0.15	3	0.05	1	0	0	NA	NA
MIA3_NM_198551	5924	0.26	15	0.02	1	0.02	1	NA	NA
MICU1_NM_001195518	1631	0.07	1	0.07	1	0	0	NA	NA
MID1IP1_NM_021242	752	0.18	1	0	0	0	0	NA	NA
MINPP1_NM_004897	1664	0.07	1	0	0	0	0	NA	NA
MIPEP_NM_005932	2342	0.05	1	0	0	0	0	NA	NA
MKL2_NM_001308142	3500	0.03	1	0	0	0	0	NA	NA
MLEC_NM_014730	1079	0.11	1	0.11	1	0	0	NA	NA
